site_brom.id,site,mu,k,species,abundance,biomass
cardoso_DEC39,cardoso,0.4,1,Diptera.503,45,0.6428571428571436
cardoso_DEC39,cardoso,0.4,1,Diptera.505,2,0.0805194805194806
cardoso_DEC39,cardoso,0.4,1,Diptera.506,1,0.014285714285714301
cardoso_DEC39,cardoso,0.4,1,Diptera.507,8,0.5714285714285712
cardoso_DEC39,cardoso,0.4,1,Diptera.511,45,0.30000000000000016
cardoso_DEC39,cardoso,0.4,1,Diptera.512.,6,0.04000000000000002
cardoso_DEC39,cardoso,0.4,1,Diptera.514,2,0.01666666666666666
cardoso_DEC39,cardoso,0.4,1,Diptera.515,1,0.00769230769230769
cardoso_DEC39,cardoso,0.4,1,Diptera.516,1,0.00666666666666667
cardoso_DEC39,cardoso,0.4,1,Diptera.517,23,2.73125
cardoso_DEC39,cardoso,0.4,1,Diptera.524,7,0.6533333333333331
cardoso_DEC39,cardoso,0.4,1,Diptera.80,60,3.257142857142858
cardoso_DEC39,cardoso,0.4,1,Diptera.88,31,2.2142857142857135
cardoso_DEC39,cardoso,0.4,1,Diptera.91,4,0.475
cardoso_DEC39,cardoso,0.4,1,Haplotaxida.1,16,0.9113924050632896
cardoso_DEC39,cardoso,0.4,1,Hirudinea.4,1,0.22666666666666702
cardoso_DEC39,cardoso,0.4,1,Leptagrion.sp....early.instars,3,0.5000000000000011
cardoso_DEC39,cardoso,0.4,1,Nematoda.1,12,0.6835443037974671
cardoso_DEC39,cardoso,0.4,1,Odonata.5,1,3.3113977814863564
cardoso_DEC39,cardoso,0.4,1,Ostracoda.4,14,0.6558044806517316
cardoso_DEC39,cardoso,0.4,1,Trichoptera.1,1,0.25
cardoso_DEC40,cardoso,1.5,0.5,Coleoptera.35,72,32.4
cardoso_DEC40,cardoso,1.5,0.5,Diptera.130,1,0.025
cardoso_DEC40,cardoso,1.5,0.5,Diptera.137,24,0.5760000000000001
cardoso_DEC40,cardoso,1.5,0.5,Diptera.175,201,1.3400000000000007
cardoso_DEC40,cardoso,1.5,0.5,Diptera.191,52,0.21666666666666684
cardoso_DEC40,cardoso,1.5,0.5,Diptera.20,2,0.0384615384615384
cardoso_DEC40,cardoso,1.5,0.5,Diptera.206,74,2.9792207792207823
cardoso_DEC40,cardoso,1.5,0.5,Diptera.207,10,0.666666666666667
cardoso_DEC40,cardoso,1.5,0.5,Diptera.263,20,0.0952380952380952
cardoso_DEC40,cardoso,1.5,0.5,Diptera.293,11,5.912982456140353
cardoso_DEC40,cardoso,1.5,0.5,Diptera.351,8,0.022857142857142878
cardoso_DEC40,cardoso,1.5,0.5,Diptera.364,1,0.028571428571428602
cardoso_DEC40,cardoso,1.5,0.5,Diptera.503,18,0.2571428571428574
cardoso_DEC40,cardoso,1.5,0.5,Diptera.505,3,0.1207792207792209
cardoso_DEC40,cardoso,1.5,0.5,Diptera.510,1,0.00833333333333333
cardoso_DEC40,cardoso,1.5,0.5,Diptera.511,26,0.17333333333333342
cardoso_DEC40,cardoso,1.5,0.5,Diptera.513,5,0.04166666666666665
cardoso_DEC40,cardoso,1.5,0.5,Diptera.515,6,0.04615384615384614
cardoso_DEC40,cardoso,1.5,0.5,Diptera.517,18,2.1375
cardoso_DEC40,cardoso,1.5,0.5,Diptera.522,2,0.1866666666666666
cardoso_DEC40,cardoso,1.5,0.5,Diptera.80,138,7.491428571428574
cardoso_DEC40,cardoso,1.5,0.5,Diptera.88,16,1.1428571428571423
cardoso_DEC40,cardoso,1.5,0.5,Diptera.91,1,0.11875
cardoso_DEC40,cardoso,1.5,0.5,Haplotaxida.1,5,0.284810126582278
cardoso_DEC40,cardoso,1.5,0.5,Hirudinea.4,8,1.8133333333333361
cardoso_DEC40,cardoso,1.5,0.5,Leptagrion.sp....early.instars,12,2.0000000000000044
cardoso_DEC40,cardoso,1.5,0.5,Odonata.5,2,3.5514533529036116
cardoso_DEC40,cardoso,1.5,0.5,Trichoptera.1,1,0.25
cardoso_DEC43,cardoso,1,1,Coleoptera.35,14,6.3
cardoso_DEC43,cardoso,1,1,Diptera.137,13,0.312
cardoso_DEC43,cardoso,1,1,Diptera.175,197,1.3133333333333341
cardoso_DEC43,cardoso,1,1,Diptera.191,3,0.012500000000000011
cardoso_DEC43,cardoso,1,1,Diptera.20,1,0.0192307692307692
cardoso_DEC43,cardoso,1,1,Diptera.206,42,1.6909090909090927
cardoso_DEC43,cardoso,1,1,Diptera.207,10,0.666666666666667
cardoso_DEC43,cardoso,1,1,Diptera.236,1,0.0058823529411764705
cardoso_DEC43,cardoso,1,1,Diptera.263,12,0.05714285714285711
cardoso_DEC43,cardoso,1,1,Diptera.293,1,0.537543859649123
cardoso_DEC43,cardoso,1,1,Diptera.365,2,0.057142857142857204
cardoso_DEC43,cardoso,1,1,Diptera.503,20,0.28571428571428603
cardoso_DEC43,cardoso,1,1,Diptera.505,1,0.0402597402597403
cardoso_DEC43,cardoso,1,1,Diptera.507,1,0.0714285714285714
cardoso_DEC43,cardoso,1,1,Diptera.512.,17,0.1133333333333334
cardoso_DEC43,cardoso,1,1,Diptera.515,4,0.03076923076923076
cardoso_DEC43,cardoso,1,1,Diptera.517,9,1.06875
cardoso_DEC43,cardoso,1,1,Diptera.519,1,0.11875
cardoso_DEC43,cardoso,1,1,Diptera.521,1,0.0933333333333333
cardoso_DEC43,cardoso,1,1,Diptera.522,1,0.0933333333333333
cardoso_DEC43,cardoso,1,1,Diptera.80,24,1.3028571428571434
cardoso_DEC43,cardoso,1,1,Diptera.88,19,1.3571428571428565
cardoso_DEC43,cardoso,1,1,Diptera.91,4,0.475
cardoso_DEC43,cardoso,1,1,Haplotaxida.1,11,0.6265822784810116
cardoso_DEC43,cardoso,1,1,Nematoda.1,4,0.2278481012658224
cardoso_DEC43,cardoso,1,1,Odonata.10,9,0.6706042677372979
cardoso_DEC43,cardoso,1,1,Odonata.5,4,4.031564495738122
cardoso_DEC43,cardoso,1,1,Trichoptera.1,2,0.5
cardoso_DEC47,cardoso,2.5,0.5,Coleoptera.34,19,8.55
cardoso_DEC47,cardoso,2.5,0.5,Coleoptera.35,24,10.8
cardoso_DEC47,cardoso,2.5,0.5,Diptera.130,2,0.05
cardoso_DEC47,cardoso,2.5,0.5,Diptera.137,18,0.432
cardoso_DEC47,cardoso,2.5,0.5,Diptera.175,359,2.3933333333333344
cardoso_DEC47,cardoso,2.5,0.5,Diptera.191,39,0.16250000000000012
cardoso_DEC47,cardoso,2.5,0.5,Diptera.20,9,0.17307692307692282
cardoso_DEC47,cardoso,2.5,0.5,Diptera.206,116,4.670129870129875
cardoso_DEC47,cardoso,2.5,0.5,Diptera.207,2,0.1333333333333334
cardoso_DEC47,cardoso,2.5,0.5,Diptera.263,35,0.1666666666666666
cardoso_DEC47,cardoso,2.5,0.5,Diptera.503,30,0.42857142857142905
cardoso_DEC47,cardoso,2.5,0.5,Diptera.505,13,0.5233766233766239
cardoso_DEC47,cardoso,2.5,0.5,Diptera.507,1,0.0714285714285714
cardoso_DEC47,cardoso,2.5,0.5,Diptera.511,29,0.19333333333333344
cardoso_DEC47,cardoso,2.5,0.5,Diptera.515,1,0.00769230769230769
cardoso_DEC47,cardoso,2.5,0.5,Diptera.517,4,0.475
cardoso_DEC47,cardoso,2.5,0.5,Diptera.522,1,0.0933333333333333
cardoso_DEC47,cardoso,2.5,0.5,Diptera.524,3,0.2799999999999999
cardoso_DEC47,cardoso,2.5,0.5,Diptera.8,1,13.2
cardoso_DEC47,cardoso,2.5,0.5,Diptera.80,24,1.3028571428571434
cardoso_DEC47,cardoso,2.5,0.5,Diptera.88,20,1.428571428571428
cardoso_DEC47,cardoso,2.5,0.5,Haplotaxida.1,9,0.5126582278481003
cardoso_DEC47,cardoso,2.5,0.5,Hirudinea.4,1,0.22666666666666702
cardoso_DEC47,cardoso,2.5,0.5,Leptagrion.sp....early.instars,3,0.5000000000000011
cardoso_DEC47,cardoso,2.5,0.5,Nematoda.1,6,0.34177215189873356
cardoso_DEC47,cardoso,2.5,0.5,Odonata.5,3,3.7915089243208673
cardoso_DEC47,cardoso,2.5,0.5,Ostracoda.4,2,0.0936863543788188
cardoso_DEC48,cardoso,0.1,2,Coleoptera.35,34,15.299999999999999
cardoso_DEC48,cardoso,0.1,2,Diptera.130,1,0.025
cardoso_DEC48,cardoso,0.1,2,Diptera.137,18,0.432
cardoso_DEC48,cardoso,0.1,2,Diptera.175,282,1.880000000000001
cardoso_DEC48,cardoso,0.1,2,Diptera.191,55,0.22916666666666685
cardoso_DEC48,cardoso,0.1,2,Diptera.200,2,0.31764705882353
cardoso_DEC48,cardoso,0.1,2,Diptera.206,182,7.327272727272735
cardoso_DEC48,cardoso,0.1,2,Diptera.207,67,4.4666666666666694
cardoso_DEC48,cardoso,0.1,2,Diptera.236,4,0.023529411764705882
cardoso_DEC48,cardoso,0.1,2,Diptera.263,11,0.052380952380952354
cardoso_DEC48,cardoso,0.1,2,Diptera.293,2,1.075087719298246
cardoso_DEC48,cardoso,0.1,2,Diptera.351,2,0.0057142857142857195
cardoso_DEC48,cardoso,0.1,2,Diptera.502,2,0.31764705882353
cardoso_DEC48,cardoso,0.1,2,Diptera.503,36,0.5142857142857148
cardoso_DEC48,cardoso,0.1,2,Diptera.505,2,0.0805194805194806
cardoso_DEC48,cardoso,0.1,2,Diptera.509,5,0.096153846153846
cardoso_DEC48,cardoso,0.1,2,Diptera.511,4,0.02666666666666668
cardoso_DEC48,cardoso,0.1,2,Diptera.515,1,0.00769230769230769
cardoso_DEC48,cardoso,0.1,2,Diptera.517,20,2.375
cardoso_DEC48,cardoso,0.1,2,Diptera.522,2,0.1866666666666666
cardoso_DEC48,cardoso,0.1,2,Diptera.523,5,0.4666666666666665
cardoso_DEC48,cardoso,0.1,2,Diptera.531,1,0.158823529411765
cardoso_DEC48,cardoso,0.1,2,Diptera.80,13,0.705714285714286
cardoso_DEC48,cardoso,0.1,2,Diptera.88,20,1.428571428571428
cardoso_DEC48,cardoso,0.1,2,Haplotaxida.1,10,0.569620253164556
cardoso_DEC48,cardoso,0.1,2,Hirudinea.4,1,0.22666666666666702
cardoso_DEC48,cardoso,0.1,2,Leptagrion.sp....early.instars,1,0.16666666666666702
cardoso_DEC48,cardoso,0.1,2,Odonata.5,1,3.3113977814863564
cardoso_DEC48,cardoso,0.1,2,Trichoptera.1,1,0.25
cardoso_DEC49,cardoso,1.5,1,Anopheles.sp....early.instars,1,0.158823529411765
cardoso_DEC49,cardoso,1.5,1,Coleoptera.34,8,3.6
cardoso_DEC49,cardoso,1.5,1,Coleoptera.35,66,29.7
cardoso_DEC49,cardoso,1.5,1,Coleoptera.63,1,0.16666666666666702
cardoso_DEC49,cardoso,1.5,1,Diptera.130,2,0.05
cardoso_DEC49,cardoso,1.5,1,Diptera.137,7,0.168
cardoso_DEC49,cardoso,1.5,1,Diptera.175,112,0.746666666666667
cardoso_DEC49,cardoso,1.5,1,Diptera.191,11,0.04583333333333337
cardoso_DEC49,cardoso,1.5,1,Diptera.20,1,0.0192307692307692
cardoso_DEC49,cardoso,1.5,1,Diptera.206,24,0.9662337662337672
cardoso_DEC49,cardoso,1.5,1,Diptera.207,3,0.2000000000000001
cardoso_DEC49,cardoso,1.5,1,Diptera.263,1,0.00476190476190476
cardoso_DEC49,cardoso,1.5,1,Diptera.293,1,0.537543859649123
cardoso_DEC49,cardoso,1.5,1,Diptera.365,1,0.028571428571428602
cardoso_DEC49,cardoso,1.5,1,Diptera.503,38,0.5428571428571435
cardoso_DEC49,cardoso,1.5,1,Diptera.505,1,0.0402597402597403
cardoso_DEC49,cardoso,1.5,1,Diptera.508,2,0.1428571428571428
cardoso_DEC49,cardoso,1.5,1,Diptera.517,27,3.20625
cardoso_DEC49,cardoso,1.5,1,Diptera.520,1,0.11875
cardoso_DEC49,cardoso,1.5,1,Diptera.521,1,0.0933333333333333
cardoso_DEC49,cardoso,1.5,1,Diptera.524,1,0.0933333333333333
cardoso_DEC49,cardoso,1.5,1,Diptera.532,1,0.028571428571428602
cardoso_DEC49,cardoso,1.5,1,Diptera.80,15,0.8142857142857145
cardoso_DEC49,cardoso,1.5,1,Diptera.88,15,1.0714285714285707
cardoso_DEC49,cardoso,1.5,1,Haplotaxida.1,10,0.569620253164556
cardoso_DEC49,cardoso,1.5,1,Odonata.5,1,3.3113977814863564
cardoso_DEC49,cardoso,1.5,1,Trichoptera.1,2,0.5
cardoso_DEC51,cardoso,0.6,2,Coleoptera.34,13,5.8500000000000005
cardoso_DEC51,cardoso,0.6,2,Coleoptera.35,34,15.299999999999999
cardoso_DEC51,cardoso,0.6,2,Coleoptera.63,1,0.16666666666666702
cardoso_DEC51,cardoso,0.6,2,Diptera.130,2,0.05
cardoso_DEC51,cardoso,0.6,2,Diptera.137,1,0.024
cardoso_DEC51,cardoso,0.6,2,Diptera.138,2,0.048
cardoso_DEC51,cardoso,0.6,2,Diptera.175,133,0.8866666666666672
cardoso_DEC51,cardoso,0.6,2,Diptera.190,5,0.02083333333333335
cardoso_DEC51,cardoso,0.6,2,Diptera.191,7,0.029166666666666695
cardoso_DEC51,cardoso,0.6,2,Diptera.20,2,0.0384615384615384
cardoso_DEC51,cardoso,0.6,2,Diptera.206,133,5.35454545454546
cardoso_DEC51,cardoso,0.6,2,Diptera.207,24,1.6000000000000008
cardoso_DEC51,cardoso,0.6,2,Diptera.236,1,0.0058823529411764705
cardoso_DEC51,cardoso,0.6,2,Diptera.263,14,0.06666666666666664
cardoso_DEC51,cardoso,0.6,2,Diptera.293,5,2.687719298245615
cardoso_DEC51,cardoso,0.6,2,Diptera.368,1,0.028571428571428602
cardoso_DEC51,cardoso,0.6,2,Diptera.502,1,0.158823529411765
cardoso_DEC51,cardoso,0.6,2,Diptera.503,24,0.34285714285714325
cardoso_DEC51,cardoso,0.6,2,Diptera.506,4,0.057142857142857204
cardoso_DEC51,cardoso,0.6,2,Diptera.507,7,0.4999999999999998
cardoso_DEC51,cardoso,0.6,2,Diptera.512.,31,0.20666666666666678
cardoso_DEC51,cardoso,0.6,2,Diptera.513,1,0.00833333333333333
cardoso_DEC51,cardoso,0.6,2,Diptera.515,3,0.02307692307692307
cardoso_DEC51,cardoso,0.6,2,Diptera.517,51,6.05625
cardoso_DEC51,cardoso,0.6,2,Diptera.523,7,0.6533333333333331
cardoso_DEC51,cardoso,0.6,2,Diptera.80,225,12.214285714285717
cardoso_DEC51,cardoso,0.6,2,Diptera.88,15,1.0714285714285707
cardoso_DEC51,cardoso,0.6,2,Diptera.91,4,0.475
cardoso_DEC51,cardoso,0.6,2,Hirudinea.4,1,0.22666666666666702
cardoso_DEC51,cardoso,0.6,2,Odonata.5,3,3.7915089243208673
cardoso_DEC51,cardoso,0.6,2,Ostracoda.4,3,0.1405295315682282
cardoso_DEC51,cardoso,0.6,2,Trichoptera.1,1,0.25
cardoso_DEC53,cardoso,2,2,Coleoptera.35,14,6.3
cardoso_DEC53,cardoso,2,2,Diptera.130,4,0.1
cardoso_DEC53,cardoso,2,2,Diptera.137,9,0.216
cardoso_DEC53,cardoso,2,2,Diptera.175,154,1.0266666666666673
cardoso_DEC53,cardoso,2,2,Diptera.191,61,0.2541666666666669
cardoso_DEC53,cardoso,2,2,Diptera.206,163,6.562337662337669
cardoso_DEC53,cardoso,2,2,Diptera.207,15,1.0000000000000004
cardoso_DEC53,cardoso,2,2,Diptera.236,2,0.011764705882352941
cardoso_DEC53,cardoso,2,2,Diptera.263,68,0.32380952380952366
cardoso_DEC53,cardoso,2,2,Diptera.293,9,4.837894736842107
cardoso_DEC53,cardoso,2,2,Diptera.351,1,0.0028571428571428597
cardoso_DEC53,cardoso,2,2,Diptera.503,77,1.1000000000000012
cardoso_DEC53,cardoso,2,2,Diptera.505,5,0.2012987012987015
cardoso_DEC53,cardoso,2,2,Diptera.506,1,0.014285714285714301
cardoso_DEC53,cardoso,2,2,Diptera.511,11,0.07333333333333338
cardoso_DEC53,cardoso,2,2,Diptera.514,1,0.00833333333333333
cardoso_DEC53,cardoso,2,2,Diptera.515,5,0.03846153846153845
cardoso_DEC53,cardoso,2,2,Diptera.517,3,0.35625
cardoso_DEC53,cardoso,2,2,Diptera.522,4,0.3733333333333332
cardoso_DEC53,cardoso,2,2,Diptera.524,2,0.1866666666666666
cardoso_DEC53,cardoso,2,2,Diptera.8,1,13.2
cardoso_DEC53,cardoso,2,2,Diptera.80,7,0.3800000000000001
cardoso_DEC53,cardoso,2,2,Diptera.88,8,0.5714285714285712
cardoso_DEC53,cardoso,2,2,Diptera.91,1,0.11875
cardoso_DEC53,cardoso,2,2,Haplotaxida.1,18,1.0253164556962007
cardoso_DEC53,cardoso,2,2,Leptagrion.sp....early.instars,4,0.6666666666666681
cardoso_DEC53,cardoso,2,2,Nematoda.1,3,0.17088607594936678
cardoso_DEC53,cardoso,2,2,Odonata.5,1,3.3113977814863564
cardoso_DEC53,cardoso,2,2,Odonata.8,1,0.14324016090253403
cardoso_DEC53,cardoso,2,2,Ostracoda.4,5,0.23421588594704698
cardoso_DEC54,cardoso,0.2,1,Coleoptera.35,15,6.75
cardoso_DEC54,cardoso,0.2,1,Coleoptera.47,1,0.1
cardoso_DEC54,cardoso,0.2,1,Diptera.130,1,0.025
cardoso_DEC54,cardoso,0.2,1,Diptera.137,33,0.792
cardoso_DEC54,cardoso,0.2,1,Diptera.138,1,0.024
cardoso_DEC54,cardoso,0.2,1,Diptera.175,229,1.5266666666666675
cardoso_DEC54,cardoso,0.2,1,Diptera.179,1,0.0933333333333333
cardoso_DEC54,cardoso,0.2,1,Diptera.191,34,0.14166666666666677
cardoso_DEC54,cardoso,0.2,1,Diptera.20,11,0.2115384615384612
cardoso_DEC54,cardoso,0.2,1,Diptera.206,18,0.7246753246753254
cardoso_DEC54,cardoso,0.2,1,Diptera.207,1,0.0666666666666667
cardoso_DEC54,cardoso,0.2,1,Diptera.263,5,0.0238095238095238
cardoso_DEC54,cardoso,0.2,1,Diptera.293,12,6.450526315789476
cardoso_DEC54,cardoso,0.2,1,Diptera.501,1,0.158823529411765
cardoso_DEC54,cardoso,0.2,1,Diptera.502,1,0.158823529411765
cardoso_DEC54,cardoso,0.2,1,Diptera.503,27,0.3857142857142861
cardoso_DEC54,cardoso,0.2,1,Diptera.505,13,0.5233766233766239
cardoso_DEC54,cardoso,0.2,1,Diptera.507,7,0.4999999999999998
cardoso_DEC54,cardoso,0.2,1,Diptera.508,2,0.1428571428571428
cardoso_DEC54,cardoso,0.2,1,Diptera.513,7,0.05833333333333331
cardoso_DEC54,cardoso,0.2,1,Diptera.515,9,0.0692307692307692
cardoso_DEC54,cardoso,0.2,1,Diptera.517,9,1.06875
cardoso_DEC54,cardoso,0.2,1,Diptera.520,3,0.35625
cardoso_DEC54,cardoso,0.2,1,Diptera.522,1,0.0933333333333333
cardoso_DEC54,cardoso,0.2,1,Diptera.523,17,1.5866666666666662
cardoso_DEC54,cardoso,0.2,1,Diptera.80,94,5.102857142857144
cardoso_DEC54,cardoso,0.2,1,Diptera.88,31,2.2142857142857135
cardoso_DEC54,cardoso,0.2,1,Haplotaxida.1,18,1.0253164556962007
cardoso_DEC54,cardoso,0.2,1,Hirudinea.4,2,0.45333333333333403
cardoso_DEC54,cardoso,0.2,1,Leptagrion.sp....early.instars,10,1.66666666666667
cardoso_DEC54,cardoso,0.2,1,Odonata.5,5,4.271620067155378
colombia_1,colombia,0.1,0.5,Coleoptera.23,276,31.955098985999978
colombia_1,colombia,0.1,0.5,Coleoptera.61,1,0.168
colombia_1,colombia,0.1,0.5,Diptera.194,2,0.0286
colombia_1,colombia,0.1,0.5,Diptera.491,1,0.4244967597667933
colombia_1,colombia,0.1,0.5,Diptera.494,3,0.425
colombia_1,colombia,0.1,0.5,Diptera.495,5,6.438
colombia_1,colombia,0.1,0.5,Diptera.496,1,2.224
colombia_1,colombia,0.1,0.5,Diptera.79,66,4.921251034
colombia_10,colombia,3,0.5,Coleoptera.23,13,1.8783053120000002
colombia_10,colombia,3,0.5,Diptera.491,1,0.3003643942374716
colombia_10,colombia,3,0.5,Diptera.79,16,0.93436902
colombia_11,colombia,0.1,1,Coleoptera.23,5,0.09730425399999999
colombia_11,colombia,0.1,1,Coleoptera.61,1,0.168
colombia_11,colombia,0.1,1,Diptera.158,1,0.687748985463834
colombia_11,colombia,0.1,1,Diptera.491,1,0.17503553156817903
colombia_11,colombia,0.1,1,Diptera.493,2,1.312387
colombia_11,colombia,0.1,1,Diptera.497,1,1.686372279
colombia_11,colombia,0.1,1,Diptera.500,2,0.0166
colombia_11,colombia,0.1,1,Diptera.79,37,2.6250186649999994
colombia_12,colombia,0.2,1,Coleoptera.23,2,0.212933869
colombia_12,colombia,0.2,1,Coleoptera.61,1,0.168
colombia_12,colombia,0.2,1,Diptera.489,1,0.0143
colombia_12,colombia,0.2,1,Diptera.490,1,0.0933
colombia_12,colombia,0.2,1,Diptera.79,33,3.31521596
colombia_13,colombia,0.4,1,Coleoptera.23,1,0.200123958
colombia_13,colombia,0.4,1,Diptera.491,1,0.1402909883547649
colombia_13,colombia,0.4,1,Diptera.493,1,0.6354209422265235
colombia_13,colombia,0.4,1,Diptera.497,2,2.01056289
colombia_13,colombia,0.4,1,Diptera.79,14,0.38528927200000007
colombia_13,colombia,0.4,1,Platyhelminthes.15,1,0.032
colombia_14,colombia,0.6,1,Coleoptera.23,4,0.41188841
colombia_14,colombia,0.6,1,Diptera.194,1,0.0143
colombia_14,colombia,0.6,1,Diptera.492,1,0.08725181607798656
colombia_14,colombia,0.6,1,Diptera.494,2,0.033
colombia_14,colombia,0.6,1,Diptera.495,4,0.989
colombia_14,colombia,0.6,1,Diptera.497,1,0.486003324
colombia_14,colombia,0.6,1,Diptera.500,1,0.0083
colombia_14,colombia,0.6,1,Diptera.79,57,4.719507137999997
colombia_15,colombia,0.8,1,Coleoptera.23,2,0.05449972
colombia_15,colombia,0.8,1,Coleoptera.61,1,0.168
colombia_15,colombia,0.8,1,Diptera.147,1,2.6378
colombia_15,colombia,0.8,1,Diptera.490,1,0.0933
colombia_15,colombia,0.8,1,Diptera.491,1,0.03680541610757052
colombia_15,colombia,0.8,1,Diptera.496,1,1.633
colombia_15,colombia,0.8,1,Diptera.79,52,6.562164986999997
colombia_16,colombia,1,1,Coleoptera.23,7,2.2787747050000005
colombia_16,colombia,1,1,Diptera.489,2,0.0286
colombia_16,colombia,1,1,Diptera.490,1,0.0933
colombia_16,colombia,1,1,Diptera.491,1,0.05084546737395582
colombia_16,colombia,1,1,Diptera.79,35,3.0605794309999994
colombia_17,colombia,1.5,1,Coleoptera.23,6,0.642916236
colombia_17,colombia,1.5,1,Diptera.194,1,0.0143
colombia_17,colombia,1.5,1,Diptera.489,3,0.0429
colombia_17,colombia,1.5,1,Diptera.500,1,0.0083
colombia_17,colombia,1.5,1,Diptera.79,3,0.06565612200000001
colombia_18,colombia,2,1,Coleoptera.23,3,0.275230079
colombia_18,colombia,2,1,Coleoptera.61,1,0.168
colombia_18,colombia,2,1,Diptera.499,1,0.0933
colombia_18,colombia,2,1,Diptera.79,30,1.1663926169999999
colombia_19,colombia,2.5,1,Coleoptera.23,7,0.150889281
colombia_19,colombia,2.5,1,Diptera.147,3,8.6481
colombia_19,colombia,2.5,1,Diptera.489,2,0.0286
colombia_19,colombia,2.5,1,Diptera.491,2,0.06761473465870993
colombia_19,colombia,2.5,1,Diptera.498,1,0.0193
colombia_19,colombia,2.5,1,Diptera.79,52,3.48209281
colombia_19,colombia,2.5,1,Odonata.9,1,0.3901
colombia_2,colombia,0.2,0.5,Diptera.194,2,0.0286
colombia_2,colombia,0.2,0.5,Diptera.489,1,0.0143
colombia_2,colombia,0.2,0.5,Diptera.491,2,0.022071275334986217
colombia_2,colombia,0.2,0.5,Diptera.498,1,0.0483
colombia_2,colombia,0.2,0.5,Diptera.500,1,0.0083
colombia_2,colombia,0.2,0.5,Diptera.79,10,0.29135669399999997
colombia_20,colombia,3,1,Coleoptera.23,1,0.164366302
colombia_20,colombia,3,1,Diptera.79,4,0.22271886999999999
colombia_21,colombia,0.1,2,Coleoptera.23,31,4.021656237
colombia_21,colombia,0.1,2,Diptera.194,1,0.0143
colombia_21,colombia,0.1,2,Diptera.491,1,0.1858138030253196
colombia_21,colombia,0.1,2,Diptera.493,1,0.6187144555310938
colombia_21,colombia,0.1,2,Diptera.494,1,0.425
colombia_21,colombia,0.1,2,Diptera.79,36,2.838173702000001
colombia_22,colombia,0.2,2,Coleoptera.23,9,1.2757321209999999
colombia_22,colombia,0.2,2,Diptera.491,1,0.18042466729674933
colombia_22,colombia,0.2,2,Diptera.499,1,0.0933
colombia_22,colombia,0.2,2,Diptera.79,143,10.202464483999998
colombia_22,colombia,0.2,2,Lepidoptera.8,1,0.174663475
colombia_23,colombia,0.4,2,Coleoptera.23,38,5.642050206
colombia_23,colombia,0.4,2,Diptera.491,1,0.17503553156817903
colombia_23,colombia,0.4,2,Diptera.495,3,0.3942
colombia_23,colombia,0.4,2,Diptera.498,1,0.0483
colombia_23,colombia,0.4,2,Diptera.79,51,2.918018857
colombia_24,colombia,0.6,2,Coleoptera.23,6,0.9762726660000001
colombia_24,colombia,0.6,2,Diptera.194,1,0.0143
colombia_24,colombia,0.6,2,Diptera.489,5,0.0715
colombia_24,colombia,0.6,2,Diptera.491,8,0.277
colombia_24,colombia,0.6,2,Diptera.498,1,0.0483
colombia_24,colombia,0.6,2,Diptera.79,36,1.5417187209999998
colombia_25,colombia,0.8,2,Coleoptera.23,3,0.8498654059999999
colombia_25,colombia,0.8,2,Diptera.491,1,0.1858138030253196
colombia_25,colombia,0.8,2,Diptera.79,21,1.017599878
colombia_25,colombia,0.8,2,Platyhelminthes.15,1,0.032
colombia_26,colombia,1,2,Coleoptera.23,14,2.222286119
colombia_26,colombia,1,2,Diptera.147,1,2.887
colombia_26,colombia,1,2,Diptera.491,1,0.4669464357434726
colombia_26,colombia,1,2,Diptera.79,25,1.3354427329999998
colombia_27,colombia,1.5,2,Coleoptera.23,12,1.76346865
colombia_27,colombia,1.5,2,Diptera.147,7,20.17
colombia_27,colombia,1.5,2,Diptera.489,4,0.0572
colombia_27,colombia,1.5,2,Diptera.494,1,0.425
colombia_27,colombia,1.5,2,Diptera.495,2,1.4703
colombia_27,colombia,1.5,2,Diptera.497,1,5.40072649
colombia_27,colombia,1.5,2,Diptera.79,22,1.1766805459999998
colombia_27,colombia,1.5,2,Lepidoptera.8,1,0.020403907
colombia_27,colombia,1.5,2,Platyhelminthes.15,1,0.032
colombia_28,colombia,2,2,Coleoptera.23,6,0.455360406
colombia_28,colombia,2,2,Coleoptera.61,1,0.168
colombia_28,colombia,2,2,Diptera.489,15,0.2145
colombia_28,colombia,2,2,Diptera.79,37,2.4666993550000003
colombia_28,colombia,2,2,Platyhelminthes.15,1,0.032
colombia_29,colombia,2.5,2,Coleoptera.23,37,8.548035346999997
colombia_29,colombia,2.5,2,Diptera.147,2,5.765
colombia_29,colombia,2.5,2,Diptera.158,1,0.7270843413977826
colombia_29,colombia,2.5,2,Diptera.491,1,0.428956
colombia_29,colombia,2.5,2,Diptera.493,1,0.7270843413977826
colombia_29,colombia,2.5,2,Diptera.495,1,0.24009
colombia_29,colombia,2.5,2,Diptera.496,1,3.82
colombia_29,colombia,2.5,2,Diptera.79,96,6.676074493999996
colombia_29,colombia,2.5,2,Odonata.9,1,2.366
colombia_3,colombia,0.4,0.5,Coleoptera.23,22,2.051896786
colombia_3,colombia,0.4,0.5,Diptera.194,1,0.0143
colombia_3,colombia,0.4,0.5,Diptera.497,1,0.701756175
colombia_3,colombia,0.4,0.5,Diptera.498,1,0.0483
colombia_3,colombia,0.4,0.5,Diptera.500,1,0.0083
colombia_3,colombia,0.4,0.5,Diptera.79,18,0.448410268
